,day,type,direction,amount,balance
234,12,CLIENT_OUT,out,2616045.84,33434479.31
235,12,CLIENT_OUT,out,2896520.02,30537959.29
236,12,CLIENT_IN,in,4829826.42,35367785.72
237,12,CLIENT_OUT,out,2931740.43,32436045.28
238,12,LOAN_ISSUE,out,14664614.97,17771430.31
239,12,CLIENT_OUT,out,4031162.17,13740268.15
240,12,CLIENT_IN,in,131067.27,13871335.41
241,12,CLIENT_IN,in,4561721.38,18433056.79
242,12,CLIENT_OUT,out,1261213.53,17171843.26
243,12,CLIENT_IN,in,572679.42,17744522.68
244,12,LOAN_ISSUE,out,7582295.59,10162227.08
245,12,DEPOSIT_IN,in,6562387.38,16724614.47
246,12,CLIENT_IN,in,3140240.64,19864855.1
247,12,CLIENT_OUT,out,1412680.49,18452174.62
248,12,CLIENT_IN,in,2015948.52,20468123.14
249,12,DEPOSIT_IN,in,1265825.22,21733948.36
250,12,LOAN_ISSUE,out,8829491.25,12904457.11
251,13,CLIENT_IN,in,511859.16,13416316.26
252,13,CLIENT_IN,in,2907293.46,16323609.72
253,13,CLIENT_IN,in,2086255.27,18409865.0
254,13,DEPOSIT_IN,in,5651435.9,24061300.89
255,13,CLIENT_IN,in,201736.94,24263037.84
256,13,CLIENT_OUT,out,4642229.33,19620808.5
257,13,CLIENT_IN,in,2185490.41,21806298.92
258,13,DEPOSIT_IN,in,654050.53,22460349.45
259,13,CLIENT_IN,in,1540845.0,24001194.45
260,13,CLIENT_IN,in,3401887.38,27403081.82
261,13,CLIENT_OUT,out,2021422.31,25381659.51
262,13,CLIENT_OUT,out,4331558.4,21050101.11
263,13,CLIENT_IN,in,4224726.46,25274827.57
264,13,CLIENT_OUT,out,3166063.91,22108763.66
265,13,CLIENT_OUT,out,2030231.24,20078532.42
266,13,CLIENT_IN,in,4766120.37,24844652.79
267,13,DEPOSIT_IN,in,9263605.83,34108258.62
268,13,CLIENT_OUT,out,569918.68,33538339.94
269,13,LOAN_ISSUE,out,8703533.96,24834805.98
270,13,CLIENT_OUT,out,577979.0,24256826.98
271,14,CLIENT_IN,in,1641142.38,25897969.36
272,14,CLIENT_IN,in,4790002.73,30687972.09
273,14,LOAN_ISSUE,out,12761930.53,17926041.57
274,14,LOAN_ISSUE,out,5035761.26,12890280.31
275,14,CLIENT_IN,in,599814.66,13490094.97
276,14,CLIENT_OUT,out,1105669.97,12384425.01
277,14,CLIENT_IN,in,2511641.74,14896066.74
278,14,CLIENT_IN,in,903691.5,15799758.24
279,14,DEPOSIT_IN,in,8370773.03,24170531.27
280,14,CLIENT_IN,in,1704728.68,25875259.96
281,14,CLIENT_OUT,out,3357194.05,22518065.91
282,14,CLIENT_OUT,out,372436.38,22145629.53
283,14,CLIENT_IN,in,252573.34,22398202.87
284,14,CLIENT_OUT,out,1772224.29,20625978.58
285,14,CLIENT_IN,in,2121719.66,22747698.23
286,14,CLIENT_OUT,out,4394959.36,18352738.88
287,15,CLIENT_OUT,out,4391134.58,13961604.3
288,15,CLIENT_IN,in,4059888.36,18021492.66
289,15,CLIENT_OUT,out,3575888.08,14445604.58
290,15,CLIENT_OUT,out,3538667.62,10906936.96
291,15,DEPOSIT_IN,in,5082094.41,15989031.37
292,15,CLIENT_OUT,out,3630439.84,12358591.53
293,15,CLIENT_OUT,out,2986164.01,10000000.0
294,15,DEPOSIT_IN,in,4295878.25,14295878.25
295,15,CLIENT_IN,in,4664585.39,18960463.64
296,15,CLIENT_OUT,out,3315248.62,15645215.02
297,15,CLIENT_OUT,out,1167728.92,14477486.1
298,15,CLIENT_IN,in,1358862.37,15836348.47
299,15,CLIENT_OUT,out,4897927.71,10938420.76
300,15,CLIENT_OUT,out,779226.31,10159194.45
301,15,CLIENT_OUT,out,2420079.66,10000000.0
302,15,CLIENT_OUT,out,4268036.86,10000000.0
303,15,CLIENT_OUT,out,3844381.25,10000000.0
304,15,CLIENT_IN,in,1853518.55,11853518.55
305,15,CLIENT_OUT,out,4249383.72,10000000.0
306,15,LOAN_ISSUE,out,4363154.66,10000000.0
307,15,LOAN_ISSUE,out,15197483.63,10000000.0
308,15,SALARY,out,5667624.83,10000000.0
309,16,CLIENT_IN,in,2863886.13,12863886.13
310,16,DEPOSIT_IN,in,9585681.88,22449568.01
311,16,CLIENT_IN,in,1894184.84,24343752.85
312,16,CLIENT_OUT,out,1046721.88,23297030.96
313,16,CLIENT_OUT,out,4238754.94,19058276.02
314,16,CLIENT_IN,in,2934996.23,21993272.26
315,16,CLIENT_OUT,out,456953.1,21536319.16
316,16,CLIENT_IN,in,3319263.97,24855583.13
317,16,CLIENT_IN,in,2233590.54,27089173.67
318,16,CLIENT_OUT,out,4779468.89,22309704.78
319,16,LOAN_ISSUE,out,3164130.88,19145573.9
320,16,LOAN_ISSUE,out,14902239.12,10000000.0
321,16,CLIENT_IN,in,343717.51,10343717.51
322,16,CLIENT_IN,in,1949464.99,12293182.5
323,16,CLIENT_IN,in,1125043.19,13418225.69
324,17,DEPOSIT_IN,in,3394178.7,16812404.39
325,17,CLIENT_OUT,out,473493.18,16338911.21
326,17,DEPOSIT_IN,in,7982357.46,24321268.67
327,17,CLIENT_IN,in,3268854.75,27590123.42
328,17,CLIENT_IN,in,4817099.7,32407223.12
329,17,DEPOSIT_IN,in,9581306.3,41988529.43
330,17,CLIENT_IN,in,4318832.77,46307362.2
331,17,LOAN_ISSUE,out,19099953.93,27207408.27
332,17,CLIENT_OUT,out,315958.74,26891449.53
333,17,CLIENT_IN,in,3910238.74,30801688.28
334,17,CLIENT_IN,in,2911452.58,33713140.85
335,17,CLIENT_IN,in,3606912.61,37320053.47
336,17,CLIENT_OUT,out,865298.42,36454755.05
337,17,LOAN_ISSUE,out,11080083.43,25374671.62
338,17,CLIENT_OUT,out,1804946.77,23569724.85
339,17,CLIENT_IN,in,798089.8,24367814.65
340,17,CLIENT_OUT,out,4200502.56,20167312.09
341,17,CLIENT_IN,in,2026579.49,22193891.58
342,17,CLIENT_OUT,out,4072000.23,18121891.35
343,17,CLIENT_OUT,out,3119886.56,15002004.79
344,17,CLIENT_OUT,out,3231453.57,11770551.21
345,17,LOAN_ISSUE,out,3328084.02,10000000.0
346,17,CLIENT_IN,in,1841402.82,11841402.82
347,18,LOAN_ISSUE,out,6649591.69,10000000.0
348,18,DEPOSIT_IN,in,7728422.0,17728422.0
349,18,CLIENT_IN,in,2341469.56,20069891.56
350,18,CLIENT_IN,in,4274273.84,24344165.4
351,18,CLIENT_OUT,out,614937.95,23729227.46
352,18,CLIENT_OUT,out,3652927.17,20076300.29
353,18,LOAN_ISSUE,out,3490717.97,16585582.31
354,18,DEPOSIT_IN,in,9367024.25,25952606.56
355,18,CLIENT_IN,in,1110117.39,27062723.95
356,18,LOAN_ISSUE,out,7335030.14,19727693.8
357,18,CLIENT_OUT,out,4463403.57,15264290.24
358,18,CLIENT_IN,in,3893121.12,19157411.36
359,18,CLIENT_OUT,out,4691092.83,14466318.52
360,18,CLIENT_IN,in,3896333.29,18362651.81
361,18,CLIENT_IN,in,1483204.21,19845856.03
362,18,CLIENT_IN,in,2563707.36,22409563.38
363,18,CLIENT_OUT,out,3099859.5,19309703.88
364,18,CLIENT_OUT,out,3288856.11,16020847.78
365,19,DEPOSIT_IN,in,4803326.26,20824174.04
366,19,CLIENT_OUT,out,2693270.47,18130903.57
367,19,CLIENT_OUT,out,2532975.54,15597928.02
368,19,CLIENT_OUT,out,2329510.36,13268417.66
369,19,CLIENT_IN,in,3036500.27,16304917.93
370,19,CLIENT_OUT,out,1382641.84,14922276.09
371,19,CLIENT_IN,in,4330756.44,19253032.53
372,19,DEPOSIT_IN,in,4384278.38,23637310.91
373,19,CLIENT_IN,in,2660412.57,26297723.48
374,19,CLIENT_IN,in,2690285.2,28988008.68
375,19,DEPOSIT_IN,in,739974.89,29727983.57
376,19,CLIENT_OUT,out,3526776.19,26201207.38
377,19,CLIENT_IN,in,2239941.1,28441148.48
378,19,CLIENT_IN,in,416820.42,28857968.9
379,19,CLIENT_IN,in,1593963.87,30451932.77
380,19,CLIENT_IN,in,684143.13,31136075.9
381,19,CLIENT_OUT,out,2108136.97,29027938.94
382,19,CLIENT_IN,in,4404395.78,33432334.72
383,19,CLIENT_IN,in,1889553.41,35321888.13
384,19,LOAN_ISSUE,out,15802159.04,19519729.08
385,19,CLIENT_IN,in,3637367.69,23157096.77
386,19,DEPOSIT_IN,in,7533591.27,30690688.05
387,19,CLIENT_IN,in,2007388.27,32698076.31
388,19,LOAN_ISSUE,out,8329919.3,24368157.01
389,20,CLIENT_OUT,out,1650550.63,22717606.38
390,20,CLIENT_OUT,out,4789298.61,17928307.77
391,20,CLIENT_OUT,out,4149921.99,13778385.78
392,20,CLIENT_IN,in,2922166.26,16700552.04
393,20,CLIENT_OUT,out,2388260.69,14312291.35
394,20,DEPOSIT_IN,in,8647230.24,22959521.59
395,20,CLIENT_OUT,out,3262388.12,19697133.47
396,20,CLIENT_IN,in,4733650.52,24430783.99
397,20,CLIENT_OUT,out,3304711.36,21126072.63
398,20,CLIENT_OUT,out,1098937.42,20027135.2
399,20,CLIENT_OUT,out,2820206.65,17206928.56
400,20,CLIENT_OUT,out,2528688.56,14678239.99
401,20,CLIENT_IN,in,1639589.01,16317829.01
402,20,CLIENT_OUT,out,3932201.93,12385627.08
403,20,CLIENT_IN,in,2454402.7,14840029.78
404,20,CLIENT_IN,in,3252054.11,18092083.89
405,21,LOAN_ISSUE,out,4552984.46,13539099.43
406,21,CLIENT_IN,in,3375853.48,16914952.92
407,21,LOAN_ISSUE,out,18141070.42,10000000.0
408,21,CLIENT_OUT,out,1268686.75,10000000.0
409,21,CLIENT_IN,in,4441362.8,14441362.8
410,21,CLIENT_OUT,out,1755364.84,12685997.96
411,21,CLIENT_IN,in,3384666.19,16070664.14
412,21,CLIENT_OUT,out,3708695.85,12361968.29
413,21,CLIENT_IN,in,549586.71,12911555.0
414,21,CLIENT_OUT,out,1422124.09,11489430.91
415,21,CLIENT_IN,in,1480552.91,12969983.82
416,21,CLIENT_OUT,out,4993089.04,10000000.0
417,21,CLIENT_IN,in,3392802.88,13392802.88
418,21,CLIENT_IN,in,3427581.93,16820384.81
419,21,CLIENT_IN,in,380920.81,17201305.62
420,21,LOAN_ISSUE,out,7763884.58,10000000.0
421,21,CLIENT_IN,in,4799231.53,14799231.53
422,21,LOAN_ISSUE,out,19138205.79,10000000.0
423,21,CLIENT_OUT,out,1635817.71,10000000.0
424,21,CLIENT_OUT,out,522278.19,10000000.0
425,22,CLIENT_OUT,out,4050038.06,10000000.0
426,22,CLIENT_OUT,out,3078613.87,10000000.0
427,22,CLIENT_OUT,out,4757237.04,10000000.0
428,22,CLIENT_OUT,out,4934994.45,10000000.0
429,22,CLIENT_IN,in,3375739.37,13375739.37
430,22,CLIENT_OUT,out,1528851.92,11846887.45
431,22,CLIENT_OUT,out,2767217.24,10000000.0
432,22,CLIENT_IN,in,100700.15,10100700.15
433,22,CLIENT_IN,in,941133.39,11041833.53
434,22,CLIENT_IN,in,3648489.34,14690322.87
435,22,CLIENT_IN,in,4947694.69,19638017.57
436,22,CLIENT_IN,in,1376068.17,21014085.74
437,22,CLIENT_OUT,out,133105.41,20880980.33
438,22,CLIENT_IN,in,2811345.64,23692325.98
439,22,CLIENT_IN,in,2188066.12,25880392.09
440,22,CLIENT_IN,in,3891399.33,29771791.42
441,22,CLIENT_IN,in,3969451.62,33741243.04
442,22,CLIENT_IN,in,3182548.87,36923791.9
443,22,CLIENT_IN,in,209030.94,37132822.85
444,22,CLIENT_IN,in,4851513.16,41984336.01
445,22,CLIENT_OUT,out,1013762.84,40970573.17
446,22,CLIENT_IN,in,2860200.07,43830773.23
447,23,LOAN_ISSUE,out,1331774.44,42498998.8
448,23,CLIENT_OUT,out,2546622.24,39952376.56
449,23,CLIENT_OUT,out,3461716.91,36490659.64
450,23,LOAN_ISSUE,out,7392996.5,29097663.14
451,23,CLIENT_IN,in,2099878.6,31197541.74
452,23,CLIENT_OUT,out,1877966.62,29319575.12
453,23,CLIENT_IN,in,1156160.43,30475735.56
454,23,CLIENT_IN,in,3937209.08,34412944.64
455,23,CLIENT_IN,in,4593268.52,39006213.15
456,23,CLIENT_IN,in,428696.37,39434909.53
457,23,CLIENT_OUT,out,3720499.47,35714410.06
458,23,CLIENT_OUT,out,3365923.37,32348486.68
459,23,CLIENT_IN,in,4666543.85,37015030.53
460,23,CLIENT_IN,in,1057801.8,38072832.33
461,23,CLIENT_OUT,out,1631465.04,36441367.29
462,23,CLIENT_IN,in,4263471.85,40704839.14
463,23,CLIENT_OUT,out,3721850.49,36982988.65
464,23,CLIENT_OUT,out,4136771.61,32846217.04
465,23,CLIENT_IN,in,4541895.49,37388112.53
466,23,CLIENT_OUT,out,3286679.9,34101432.63
467,23,DEPOSIT_IN,in,1087428.1,35188860.73
468,23,CLIENT_IN,in,2399608.37,37588469.1
469,24,CLIENT_IN,in,4224123.46,41812592.55
470,24,CLIENT_IN,in,4240349.96,46052942.52
471,24,CLIENT_OUT,out,1325149.9,44727792.62
472,24,CLIENT_OUT,out,3646530.66,41081261.95
473,24,LOAN_ISSUE,out,6046683.34,35034578.62
474,24,CLIENT_IN,in,869561.15,35904139.76
475,24,LOAN_ISSUE,out,12758636.11,23145503.66
476,24,CLIENT_IN,in,3977531.31,27123034.96
477,24,CLIENT_OUT,out,795937.79,26327097.17
478,24,CLIENT_OUT,out,3664941.12,22662156.05
479,24,CLIENT_OUT,out,164489.14,22497666.91
480,24,CLIENT_OUT,out,724732.82,21772934.09
481,24,CLIENT_IN,in,3437486.31,25210420.4
482,24,CLIENT_OUT,out,1575562.87,23634857.53
483,24,CLIENT_OUT,out,1450793.21,22184064.32
484,25,CLIENT_IN,in,2694078.78,24878143.1
485,25,CLIENT_IN,in,4606199.85,29484342.95
486,25,CLIENT_IN,in,1333266.7,30817609.65
487,25,CLIENT_IN,in,4510228.93,35327838.59
488,25,DEPOSIT_IN,in,4397698.15,39725536.74
489,25,CLIENT_OUT,out,2085566.2,37639970.54
490,25,CLIENT_IN,in,2240899.06,39880869.59
491,25,CLIENT_OUT,out,184312.09,39696557.51
492,25,CLIENT_OUT,out,1773316.71,37923240.8
493,25,DEPOSIT_IN,in,8967685.56,46890926.36
494,25,CLIENT_OUT,out,2039850.06,44851076.3
495,25,CLIENT_OUT,out,2390892.2,42460184.1
496,25,CLIENT_OUT,out,659530.34,41800653.75
497,25,CLIENT_OUT,out,3773974.18,38026679.58
498,25,CLIENT_IN,in,1501145.05,39527824.63
499,26,CLIENT_OUT,out,907517.76,38620306.87
500,26,CLIENT_OUT,out,2539790.93,36080515.93
501,26,LOAN_ISSUE,out,14332784.84,21747731.09
502,26,CLIENT_OUT,out,3829652.17,17918078.92
503,26,CLIENT_OUT,out,341687.81,17576391.11
504,26,CLIENT_OUT,out,4977062.39,12599328.72
